question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
11,"A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?",30 Gadget A and 20 Gadget B,"Let number of Gadget A = x, number of Gadget B = y
x + y = 50
5x + 10y = 350
Solve system of equations","Solve the following math problem: A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?
Answer: Let's use algebra to solve this problem. Let x be the number of Gadget A sold and y be the number of Gadget B sold.

We have two equations based on the given information:

1) The total cost equation:
\[5x + 10y = 350\]

2) The total number of gadgets equation:
\[x + y = 50\]

First, let's simplify the first equation by dividing everything by 5:
\[x + 2y = 70\]

Now we have a system of two linear equations:

1) \(x + 2y = 70\)
2) \(x + y = 50\)

Subtract the second equation from",Systems of Equations,Hard,6
12,"The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?",24 boys and 40 girls,"Let boys = 3x and girls = 5x
Total students = 3x + 5x = 64
8x = 64
x = 8
Boys = 3 * 8 = 24, Girls = 5 * 8 = 40","Solve the following math problem: The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?
Answer: Let's denote the number of boys as \(3x\) and the number of girls as \(5x\), where \(x\) is a common multiplier for the ratio of boys to girls.

According to the problem, the total number of students is 64. So we can set up the equation:

\[3x + 5x = 64\]

Combine like terms:

\[8x = 64\]

Divide both sides by 8 to solve for \(x\):

\[x = \frac{64}{8} = 8\]

Now that we have the value of \(x\), we can find the number of boys and girls:

Boys: \(3x = 3 \times",Ratio and Proportion Problems,Hard,5
13,"Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?",2.67 hours,"Rate of Machine A = 1/4 job/hour, Rate of Machine B = 1/6 job/hour
Together for 2 hours: (1/4 + 1/6) * 2 = 5/12 job completed
Remaining job = 1 - 5/12 = 7/12
Time for Machine B to finish = (7/12) / (1/6) = 7/2 = 3.5 hours","Solve the following math problem: Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?
Answer: Machine B will take 3 hours to finish the job.

Explanation:
First, let's determine the work rates of Machines A and B:

- Machine A's rate is \( \frac{1}{4} \) of the job per hour.
- Machine B's rate is \( \frac{1}{6} \) of the job per hour.

Together, they can complete \( \frac{1}{4} + \frac{1}{6} = \frac{3}{12} + \frac{2}{12} = \frac{5}{12} \) of the job per hour.

In 2 hours, they complete \( 2 \times \frac{5}{12} = \",Work Problems (Complex),Hard,2
14,"A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?",$200,"Selling price = Cost price * (1 + Profit %)
240 = Cost price * 1.2
Cost price = 240 / 1.2 = $200","Solve the following math problem: A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: The cost price of the item was $200.

To find the cost price when you know the selling price and the profit percentage, you can use the formula:

\[ \text{Cost Price} = \frac{\text{Selling Price}}{1 + \text{Profit Percentage}} \]

Given that the selling price is $240 and the profit percentage is 20% (or 0.20 in decimal form), we can plug these values into the formula:

\[ \text{Cost Price} = \frac{240}{1 + 0.20} = \frac{240}{1.20} = 200 \]

Therefore, the cost price of",Profit and Loss,Hard,1
15,Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?,4 friends,Number of friends = 12 apples / 3 apples per friend = 4 friends,"Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Answer: If Lisa gives away a total of 12 apples and she gives 3 apples to each friend, then we can find out how many friends she gives apples to by dividing the total number of apples by the number of apples given to each friend.

So, \( \frac{12 \text{ apples}}{3 \text{ apples per friend}} = 4 \text{ friends} \).

Lisa gives apples to 4 friends.",Simple Equations,Easy,4
16,"If a pen costs $3, how much will 6 pens cost?",$18,6 pens * $3/pen = $18,"Solve the following math problem: If a pen costs $3, how much will 6 pens cost?
Answer: To find out how much 6 pens will cost if each pen costs $3, you simply multiply the number of pens by the cost per pen:

\[ \text{Cost of 1 pen} \times \text{Number of pens} = \text{Total cost} \]

\[ \$3 \times 6 = \$18 \]

Therefore, 6 pens will cost $18.",Basic Arithmetic,Easy,2
17,"Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?",15 years old,Sam = Tom's age + 7 = 8 + 7 = 15 years old,"Solve the following math problem: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?
Answer: If Tom is 8 years old and Sam is 7 years older than Tom, then to find Sam's age, you add 7 years to Tom's age.

So, Sam's age = Tom's age + 7 years
= 8 years + 7 years
= 15 years

Therefore, Sam is 15 years old.",Age Problems (Basic),Easy,7
18,A car travels at 45 miles per hour. How far will it travel in 3 hours?,135 miles,Distance = Speed * Time = 45 miles/hour * 3 hours = 135 miles,"Solve the following math problem: A car travels at 45 miles per hour. How far will it travel in 3 hours?
Answer: The distance traveled by the car can be calculated using the formula:

Distance = Speed × Time

Given that the speed is 45 miles per hour and the time is 3 hours, we can plug these values into the formula:

Distance = 45 miles/hour × 3 hours

Distance = 135 miles

So, the car will travel 135 miles in 3 hours.",Distance-Rate-Time,Easy,4
19,Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?,Sara has 30 books and Jane has 20 books,"Let Jane's books = x
Sara's books = x + 10
x + (x + 10) = 50
2x + 10 = 50
2x = 40
x = 20
Sara = 30, Jane = 20","Solve the following math problem: Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?
Answer: Let's denote the number of books Jane has as \(J\) and the number of books Sara has as \(S\). According to the problem, we have two pieces of information:

1. \(S + J = 50\)
2. \(S = J + 10\)

We can substitute the second equation into the first one to solve for \(J\):

\(J + 10 + J = 50\)

Combining like terms gives us:

\(2J + 10 = 50\)

Subtracting 10 from both sides:

\(2J = 40\)

Dividing by 2:

\(J = 20\)

Now that we know Jane",Equations with Two Variables,Medium,8
20,"A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?",4 liters of salt,Amount of salt = 40% of 10 liters = 0.4 * 10 = 4 liters,"Solve the following math problem: A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?
Answer: In a 10-liter mixture with 40% salt, you can calculate the amount of salt as follows:

\[ \text{Amount of salt} = \text{Total volume} \times \text{Percentage of salt} \]

\[ \text{Amount of salt} = 10 \, \text{liters} \times 40\% \]

To convert the percentage to a decimal, divide by 100:

\[ 40\% = \frac{40}{100} = 0.4 \]

Now, multiply the total volume by the decimal form of the percentage:

\[ \text{Amount of salt} = 10 \times 0.4",Mixture Problems,Medium,5
21,"John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?",3.33 hours,"John's rate = 1/5 rooms/hour, Mary's rate = 1/10 rooms/hour
Total rate = 1/5 + 1/10 = 3/10 rooms/hour
Time = 1/(3/10) = 10/3 = 3.33 hours","Solve the following math problem: John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?
Answer: Let's calculate the rate at which John and Mary paint the room individually and then combine their rates.

John paints the room in 5 hours, so his rate is \( \frac{1}{5} \) of the room per hour.
Mary paints the room in 10 hours, so her rate is \( \frac{1}{10} \) of the room per hour.

To find out how much of the room they can paint together in one hour, we add their rates:

\[ \text{Combined rate} = \frac{1}{5} + \frac{1}{10} \]

Finding a common denominator (which is 10), we get:

\[ \text{Combined rate} = \",Work Problems,Medium,2
22,"In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?",6 years old,"Let Sarah's current age = x
In 4 years, Sarah's age = x + 4
2 years ago, Sarah's age = x - 2
x + 4 = 3(x - 2)
x + 4 = 3x - 6
x = 6","Solve the following math problem: In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?
Answer: Let's denote Sarah's current age as \(x\).

According to the problem:

- In 4 years, Sarah's age will be \(x + 4\).
- Two years ago, Sarah's age was \(x - 2\).

The problem states that in 4 years, Sarah will be three times as old as she was 2 years ago. So we can set up the equation:

\[x + 4 = 3(x - 2)\]

Now, let's solve for \(x\):

\[x + 4 = 3x - 6\]

Bringing like terms to one side and constants to the other gives us:

\[4 + 6 = 3x - x\]

\[",Age Problems (Complex),Medium,3
23,"Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?","$2,318.54","A = P(1 + r/n)^(nt)
A = 2000(1 + 0.03/1)^(1*5)
A = 2000(1.03)^5 = 2000 * 1.159274 = $2,318.54","Solve the following math problem: Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?
Answer: The formula for compound interest is:

A = P(1 + r/n)^(nt)

Where:
A = the future value of the investment
P = the principal amount (initial investment)
r = the annual interest rate (as a decimal)
n = the number of times that interest is compounded per year
t = the number of years

In this case:
P = $2,000
r = 3% = 0.03
n = 1 (compounded annually)
t = 5 years

Now we plug these values into the formula:

A = 2000(1 + 0.03/1)^(1*5)
A = 2000(",Investment Problems,Medium,2
24,"A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?",8 meters by 12 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 40
Area = l * w = 96
Solve system of equations: l + w = 20, lw = 96","Solve the following math problem: A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?
Answer: The dimensions of the field are 8 meters by 12 meters.

Step-by-step explanation:
Let's denote the length of the field as L and the width as W. We have two equations based on the given information:

1. Perimeter equation: \(2L + 2W = 40\)
2. Area equation: \(L \times W = 96\)

From the perimeter equation, we can simplify it to:
\[L + W = 20\]

Now, let's express one variable in terms of the other from this equation. For example, let's solve for L:
\[L = 20 - W\]

Substitute \(L\) in the area equation:
\[(2",Quadratic Equations,Hard,6
25,"A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?",80 Product A and 20 Product B,"Let number of Product A = x, number of Product B = y
x + y = 100
15x + 25y = 2000
Solve system of equations","Solve the following math problem: A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Answer: Let x be the number of Product A sold and y be the number of Product B sold.

We have two equations:

1) The total number of products sold:
x + y = 100

2) The total cost of the products sold:
15x + 25y = 2000

First, solve equation (1) for one variable, say y:

y = 100 - x

Now substitute this expression for y into equation (2):

15x + 25(100 - x) = 2000

Expand and simplify:

15x + 2500 - 25x = 2000

Combine like terms",Systems of Equations,Hard,7
26,"The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?",30 dogs and 45 cats,"Let dogs = 2x and cats = 3x
Total animals = 2x + 3x = 75
5x = 75
x = 15
Dogs = 2 * 15 = 30, Cats = 3 * 15 = 45","Solve the following math problem: The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?
Answer: Let's denote the number of dogs as \(D\) and the number of cats as \(C\). According to the given information:

1. The ratio of dogs to cats is 2:3, which means \(\frac{D}{C} = \frac{2}{3}\).
2. The total number of animals (dogs and cats) is 75, so \(D + C = 75\).

From the first equation, we can express \(D\) in terms of \(C\): 
\[D = \frac{2}{3}C\]

Substituting this expression into the second equation:
\[\frac{2}{3}C + C = 75\]

Combining like",Ratio and Proportion Problems,Hard,5
27,"Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?",2.67 hours,"Rate of Machine C = 1/8 job/hour, Rate of Machine D = 1/12 job/hour
Together for 3 hours: (1/8 + 1/12) * 3 = 5/24 job completed
Remaining job = 1 - 5/24 = 19/24
Time for Machine C to finish = (19/24) / (1/8) = 19/3 = 6.33 hours","Solve the following math problem: Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?
Answer: First, let's find out how much of the task each machine can complete in one hour.

Machine C completes \(\frac{1}{8}\) of the task per hour, and Machine D completes \(\frac{1}{12}\) of the task per hour.

When working together for one hour, they complete:
\[
\frac{1}{8} + \frac{1}{12} = \frac{3}{24} + \frac{2}{24} = \frac{5}{24}
\]
of the task.

In three hours, working together, they would complete:
\[
3 \times \frac{5}{24} = \frac{15}{2",Work Problems (Complex),Hard,2
28,"A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?",$480,"Selling price = Cost price * (1 + Profit %)
600 = Cost price * 1.25
Cost price = 600 / 1.25 = $480","Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
Answer: The cost price of the TV was $480.

To find the cost price when you know the selling price and the profit percentage, you can use the formula:

\[ \text{Cost Price} = \frac{\text{Selling Price}}{1 + \text{Profit Percentage}} \]

Given that the selling price is $600 and the profit percentage is 25% (or 0.25 in decimal form), you can plug these values into the formula:

\[ \text{Cost Price} = \frac{600}{1 + 0.25} = \frac{600}{1.25} = 480 \]

Therefore, the cost price of",Profit and Loss,Hard,1
29,Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?,23 oranges,"Day 1: 8 + 5 = 13 oranges
Day 2: 13 + 5 = 18 oranges
Day 3: 18 + 5 = 23 oranges","Solve the following math problem: Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?
Answer: Jessica starts with 8 oranges. Every day, she buys an additional 5 oranges. To find out how many oranges she will have after 3 days, we calculate the total number of oranges she buys over those 3 days and add it to her initial amount.

Total oranges bought in 3 days = \(5 \times 3 = 15\)

Initial oranges = 8

Total oranges after 3 days = Initial oranges + Total oranges bought
= \(8 + 15 = 23\)

Therefore, after 3 days, Jessica will have 23 oranges. The answer is $\boxed{23}$.",Simple Equations,Easy,3
30,A pencil costs $1.50. How much will 8 pencils cost?,$12,8 pencils * $1.50/pencil = $12,"Solve the following math problem: A pencil costs $1.50. How much will 8 pencils cost?
Answer: To find out how much 8 pencils will cost, you need to multiply the cost of one pencil by the number of pencils.

Cost of one pencil = $1.50
Number of pencils = 8

Total cost = Cost of one pencil × Number of pencils
Total cost = $1.50 × 8
Total cost = $12.00

So, 8 pencils will cost $12.00.",Basic Arithmetic,Easy,2
31,"Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?",20 years old,Adam = 2 * Ben's age = 2 * 10 = 20 years old,"Solve the following math problem: Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?
Answer: If Ben is 10 years old and Adam is twice as old as Ben, then Adam's age can be calculated by multiplying Ben's age by 2.

\[ \text{Adam's age} = 2 \times \text{Ben's age} \]
\[ \text{Adam's age} = 2 \times 10 \]
\[ \text{Adam's age} = 20 \]

So, Adam is 20 years old.",Age Problems (Basic),Easy,6
32,A truck travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,Distance = Speed * Time = 60 miles/hour * 5 hours = 300 miles,"Solve the following math problem: A truck travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: The distance traveled by the truck can be calculated using the formula distance = speed x time. In this case, the speed is 60 miles per hour and the time is 5 hours. Therefore, the distance traveled is 60 miles/hour x 5 hours = 300 miles. The answer is $\boxed{300}$ miles. The answer is: $300$ miles.",Distance-Rate-Time,Easy,4
33,John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?,John has 80 marbles and Anna has 40 marbles,"Let Anna's marbles = x
John's marbles = 2x
x + 2x = 120
3x = 120
x = 40
John = 80, Anna = 40","Solve the following math problem: John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?
Answer: Let's denote the number of marbles Anna has as \(A\) and the number of marbles John has as \(J\). We are given two pieces of information:

1. \(J + A = 120\)
2. \(J = 2A\)

We can substitute the second equation into the first to solve for \(A\):

\[2A + A = 120\]

Combining like terms gives us:

\[3A = 120\]

Dividing both sides by 3 yields:

\[A = 40\]

Knowing \(A\), we can find \(J\):

\[J = 2A = 2 \times 40 = 80",Equations with Two Variables,Medium,8
34,"A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?",3 liters of alcohol,Amount of alcohol = 25% of 12 liters = 0.25 * 12 = 3 liters,"Solve the following math problem: A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?
Answer: To find out how much alcohol is in the solution, you can multiply the total volume of the solution by the percentage of alcohol it contains. 

The formula for this calculation is:

\[ \text{Volume of Alcohol} = \text{Total Volume of Solution} \times \frac{\text{Percentage of Alcohol}}{100} \]

Given that the total volume of the solution is 12 liters and it contains 25% alcohol, we can substitute these values into the formula:

\[ \text{Volume of Alcohol} = 12 \times \frac{25}{100} \]

\[ \text{Volume of Alcohol} = 12 \times 0.25 \]

\[",Mixture Problems,Medium,5
35,Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?,13.33 hours,"Rate of Worker A = 1/8 jobs/hour
Let Worker B's rate = 1/x jobs/hour
Total rate = 1/5 jobs/hour
1/8 + 1/x = 1/5
Solve for x = 13.33 hours","Solve the following math problem: Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?
Answer: 13 hours

To solve this problem, let's break down the rates at which each worker completes the task.

Worker A's rate:
Worker A can complete the task in 8 hours, so his rate is \( \frac{1}{8} \) of the task per hour.

Combined rate of Workers A and B:
Together, they can complete the task in 5 hours, so their combined rate is \( \frac{1}{5} \) of the task per hour.

Worker B's rate:
Let's denote Worker B's rate as \( \frac{1}{x} \), where \( x \) is the number of hours Worker B takes to complete the task alone.

We can set up an equation using",Work Problems,Medium,2
36,"In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?",8 years old,"Let Mike's current age = x
In 6 years, Mike's age = x + 6
2 years ago, Mike's age = x - 2
x + 6 = 2(x - 2)
x + 6 = 2x - 4
x = 8","Solve the following math problem: In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?
Answer: Let's denote Mike's current age as \(x\). 

According to the problem:
- In 6 years, Mike's age will be \(x + 6\).
- Two years ago, Mike's age was \(x - 2\).

The problem states that in 6 years, Mike will be twice as old as he was 2 years ago. So, we can set up the equation:

\[x + 6 = 2(x - 2)\]

Expanding and solving for \(x\):

\[x + 6 = 2x - 4\]

Bringing like terms together:

\[6 + 4 = 2x - x\]

\[10 = x\]

Therefore, Mike",Age Problems (Complex),Medium,4
37,"Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?","$1,622.40","A = P(1 + r/n)^(nt)
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1.04)^2 = 1500 * 1.0816 = $1,622.40","Solve the following math problem: Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?
Answer: To solve this problem, we use the formula for compound interest:

\[A = P(1 + r)^n\]

where:
- \(A\) is the amount of money accumulated after n years, including interest.
- \(P\) is the principal amount (the initial amount of money).
- \(r\) is the annual interest rate (decimal).
- \(n\) is the time the money is invested for in years.

Given:
- \(P = \$1,500\)
- \(r = 4\% = 0.04\) (as a decimal)
- \(n = 2\) years

Substitute the given values into the formula:

\[A = 1500(1 +",Investment Problems,Medium,1
38,"A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?",10 meters by 15 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 50
Area = l * w = 150
Solve system of equations: l + w = 25, lw = 150","Solve the following math problem: A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?
Answer: The dimensions of the room are 15 meters by 10 meters.

Explanation:

Let's denote the length of the room as L and the width as W. We have two equations based on the given information:

1) Perimeter equation: \(2L + 2W = 50\)
2) Area equation: \(L \times W = 150\)

From equation 1), we can simplify it to:
\(L + W = 25\)

Now, let's solve for one of the variables in terms of the other. For example, let's solve for L:
\(L = 25 - W\)

Next, substitute this expression for L into the area equation (equation",Quadratic Equations,Hard,6
39,"A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?",35 Chair A and 25 Chair B,"Let number of Chair A = x, number of Chair B = y
x + y = 60
30x + 50y = 2100
Solve system of equations","Solve the following math problem: A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?
Answer: Let's denote the number of Chair A sold as \(x\) and the number of Chair B sold as \(y\). We have two equations based on the given information:

1. The total number of chairs sold is 60, which gives us the equation:
\[x + y = 60\]

2. The total amount of money from selling these chairs is $2,100, considering their prices. This gives us another equation:
\[30x + 50y = 2100\]

To solve this system of equations, we can use substitution or elimination. Here, we'll use elimination to make it straightforward.

First, let's manipulate the first equation to make it easier to eliminate one",Systems of Equations,Hard,5
