question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
12,"The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?",24 boys and 40 girls,"Let boys = 3x and girls = 5x
Total students = 3x + 5x = 64
8x = 64
x = 8
Boys = 3 * 8 = 24, Girls = 5 * 8 = 40","Solve the following math problem: The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?
Answer: Let's think step by step.Step 1: Identify the total ratio.
The total ratio of boys to girls is 3 + 5 = 8.

Step 2: Calculate the value of each part of the ratio.
Each part of the ratio is equal to the total number of students divided by the total ratio. So, each part is equal to 64 ÷ 8 = 8.

Step 3: Calculate the number of boys and girls.
The number of boys is equal to the ratio of boys multiplied by the value of each part, which is 3 × 8 = 24.
The number of girls is equal to the ratio of",Ratio and Proportion Problems,Hard,5
13,"Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?",2.67 hours,"Rate of Machine A = 1/4 job/hour, Rate of Machine B = 1/6 job/hour
Together for 2 hours: (1/4 + 1/6) * 2 = 5/12 job completed
Remaining job = 1 - 5/12 = 7/12
Time for Machine B to finish = (7/12) / (1/6) = 7/2 = 3.5 hours","Solve the following math problem: Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?
Answer:First, we need to determine the rate at which each machine completes the job. Machine A can complete the job in 4 hours, so its rate is 1/4 of the job per hour. Machine B can complete the job in 6 hours, so its rate is 1/6 of the job per hour.

Next, we need to calculate how much of the job they completed together in the 2 hours before Machine A broke down. To do this, we add their rates together and multiply by the time they worked. Their combined rate is 1/4 + 1/6 = 5/12 of the job per hour. So, in 2 hours, they completed (5/1",Work Problems (Complex),Hard,2
14,"A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?",$200,"Selling price = Cost price * (1 + Profit %)
240 = Cost price * 1.2
Cost price = 240 / 1.2 = $200","Solve the following math problem: A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: Let's think step by step.First, we need to understand the problem. The shopkeeper sells an item for $240 and makes a 20% profit. This means that the selling price is 120% of the cost price. 

We can represent this relationship mathematically as follows:

Selling price = Cost price + Profit

We know the selling price is $240 and the profit is 20% of the cost price. So, we can write the equation as:

$240 = Cost price + 0.2 * Cost price

This simplifies to:

$240 = 1.2 *",Profit and Loss,Hard,1
15,Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?,4 friends,Number of friends = 12 apples / 3 apples per friend = 4 friends,"Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Answer: Let's think step by step.First, we know that Lisa has 12 apples. She gives 3 apples to each of her friends. We need to find out how many friends she gives apples to.

Step 1: Determine the number of apples Lisa gives away.
Since Lisa gives 3 apples to each friend, we can represent this as a multiplication problem: 3 apples/friend * number of friends = total number of apples given away.

Step 2: Set up the equation.
We know the total number of apples Lisa gives away is 12, so we can set up the equation: 3 * number of friends = 1",Simple Equations,Easy,2
16,"If a pen costs $3, how much will 6 pens cost?",$18,6 pens * $3/pen = $18,"Solve the following math problem: If a pen costs $3, how much will 6 pens cost?
Answer: Let's think step by step.Step 1: To find the cost of 6 pens, I need to multiply the cost of one pen by 6.

Step 2: That means I need to do 3 times 6, which is 18.

Step 3: Therefore, 6 pens will cost $18.

Step 4: # Answer

18

The answer is: 18.",Basic Arithmetic,Easy,2
17,"Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?",15 years old,Sam = Tom's age + 7 = 8 + 7 = 15 years old,"Solve the following math problem: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?
Answer: Let's think step by step.First, we know that Tom is 8 years old. 

Second, we are told that Sam is 7 years older than Tom. 

To find out how old Sam is, we can add 7 to Tom's age. 

So, Sam's age = Tom's age + 7

Substitute Tom's age (which is 8) into the equation:

Sam's age = 8 + 7

Therefore, Sam is 15 years old.

So, the final answer is $\boxed{15}$.

The answer is: 15.",Age Problems (Basic),Easy,5
18,A car travels at 45 miles per hour. How far will it travel in 3 hours?,135 miles,Distance = Speed * Time = 45 miles/hour * 3 hours = 135 miles,"Solve the following math problem: A car travels at 45 miles per hour. How far will it travel in 3 hours?
Answer: To find the distance traveled by the car, we need to multiply the speed of the car by the time it travels. The speed of the car is given as 45 miles per hour, and the time it travels is given as 3 hours.

Step 1: Identify the given values.
Speed of the car = 45 miles per hour
Time traveled = 3 hours

Step 2: Set up the equation.
The formula to find the distance traveled is:

Distance = Speed * Time

Step 3: Plug in the given values into the equation.
Distance = 45 miles per hour * 3 hours

Step 4: Perform the multi",Distance-Rate-Time,Easy,2
19,Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?,Sara has 30 books and Jane has 20 books,"Let Jane's books = x
Sara's books = x + 10
x + (x + 10) = 50
2x + 10 = 50
2x = 40
x = 20
Sara = 30, Jane = 20","Solve the following math problem: Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?
Answer: Let's think step by step.First, we need to define our variables. Let's denote the number of books that Jane has as $x$. According to the problem, Sara has 10 more books than Jane, so we can express the number of books that Sara has as $x+10$.

The problem tells us that together, Sara and Jane have 50 books. We can express this as an equation: the number of books that Jane has ($x$) plus the number of books that Sara has ($x+10$) equals 50. This gives us the equation $x+(x+10)=50$.

Next, we simplify this equation. By combining like terms",Equations with Two Variables,Medium,10
20,"A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?",4 liters of salt,Amount of salt = 40% of 10 liters = 0.4 * 10 = 4 liters,"Solve the following math problem: A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?
Answer: Let's think step by step.First, we need to understand that the problem is asking us to find the amount of salt in a mixture that contains 40% salt. We are given that the total volume of the mixture is 10 liters.

The percentage of salt in the mixture is 40%. This means that out of every 100 parts of the mixture, 40 parts are salt. 

To find out how much salt is in the mixture, we need to calculate 40% of the total volume of the mixture. 

Here's how we can do it:

1. Convert the percentage to a decimal: To do this, divide the percentage",Mixture Problems,Medium,5
21,"John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?",3.33 hours,"John's rate = 1/5 rooms/hour, Mary's rate = 1/10 rooms/hour
Total rate = 1/5 + 1/10 = 3/10 rooms/hour
Time = 1/(3/10) = 10/3 = 3.33 hours","Solve the following math problem: John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?
Answer: To solve this problem, we can use the concept of work rates. 

Step 1: Determine the individual work rates.
John's work rate is 1 room per 5 hours, so his work rate is 1/5 room per hour.
Mary's work rate is 1 room per 10 hours, so her work rate is 1/10 room per hour.

Step 2: Find the combined work rate.
To find their combined work rate, we add their individual work rates:
(1/5) + (1/10) = (2/10) + (1/10) = 3/10 room per hour",Work Problems,Medium,2
22,"In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?",6 years old,"Let Sarah's current age = x
In 4 years, Sarah's age = x + 4
2 years ago, Sarah's age = x - 2
x + 4 = 3(x - 2)
x + 4 = 3x - 6
x = 6","Solve the following math problem: In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?
Answer: Let's think step by step.First, we need to define the variables. Let's denote Sarah's current age as $x$.

Next, we need to translate the problem into a mathematical equation. The problem states that in 4 years, Sarah will be three times as old as she was 2 years ago. This can be written as:

$x + 4 = 3(x - 2)$

Now, let's simplify the equation. Distribute the 3 on the right side of the equation:

$x + 4 = 3x - 6$

To isolate $x$, we subtract $x$ from both sides of the",Age Problems (Complex),Medium,3
23,"Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?","$2,318.54","A = P(1 + r/n)^(nt)
A = 2000(1 + 0.03/1)^(1*5)
A = 2000(1.03)^5 = 2000 * 1.159274 = $2,318.54","Solve the following math problem: Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?
Answer: To solve this problem, we will use the formula for compound interest, which is:

A = P(1 + r/n)^(nt)

Where:
A = the final amount
P = the principal amount (initial investment)
r = the annual interest rate (as a decimal)
n = the number of times the interest is compounded per year
t = the number of years

In this case, Anna invests $2,000 at 3% interest, compounded annually. So, we have:

P = $2,000
r = 3% = 0.03 (as a decimal)
n = 1 (compound",Investment Problems,Medium,2
24,"A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?",8 meters by 12 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 40
Area = l * w = 96
Solve system of equations: l + w = 20, lw = 96","Solve the following math problem: A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?
Answer: Let's think step by step.Step 1: Define the variables.
Let the length of the field be $l$ meters and the width be $w$ meters.

Step 2: Write the equations for the given information.
We know that the perimeter of a rectangle is given by $2l + 2w$, and the area is given by $lw$. So, we can write the following equations:
$2l + 2w = 40$ (Perimeter equation)
$lw = 96$ (Area equation)

Step 3: Solve the perimeter equation for one of the variables.
Let's solve the perimeter equation for",Quadratic Equations,Hard,5
25,"A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?",80 Product A and 20 Product B,"Let number of Product A = x, number of Product B = y
x + y = 100
15x + 25y = 2000
Solve system of equations","Solve the following math problem: A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Answer: Let's think step by step.First, we need to set up our equations. We know that we have two types of products, A and B, and we know their costs ($15 and $25, respectively) and how many of each product were sold (let's call them x and y). We also know that the total number of products sold is 100 and the total cost is $2,000. This gives us two equations:

1) x + y = 100 (since the total number of products sold is 100)
2) 15x + 25y = 2000 (since the total cost of all products",Systems of Equations,Hard,7
26,"The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?",30 dogs and 45 cats,"Let dogs = 2x and cats = 3x
Total animals = 2x + 3x = 75
5x = 75
x = 15
Dogs = 2 * 15 = 30, Cats = 3 * 15 = 45","Solve the following math problem: The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?
Answer: Let's think step by step.Step 1: Understand the problem.
We know that the ratio of dogs to cats is 2:3, which means that for every 2 dogs, there are 3 cats. We also know that there are 75 animals in total.

Step 2: Set up a system of equations.
Let's denote the number of dogs as $d$ and the number of cats as $c$. We can set up two equations based on the information given:
- $d + c = 75$ (the total number of animals is 75)
- $d = \frac{2}{3}c$ (the ratio of dogs to",Ratio and Proportion Problems,Hard,5
27,"Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?",2.67 hours,"Rate of Machine C = 1/8 job/hour, Rate of Machine D = 1/12 job/hour
Together for 3 hours: (1/8 + 1/12) * 3 = 5/24 job completed
Remaining job = 1 - 5/24 = 19/24
Time for Machine C to finish = (19/24) / (1/8) = 19/3 = 6.33 hours","Solve the following math problem: Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?
Answer:First, we need to determine how much of the task Machine C can complete in 3 hours. We can do this by dividing the total time Machine C takes to complete the task (8 hours) by the time they work together (3 hours):
8 hours / 3 hours = 2.67 hours (approximately)

This means that Machine C can complete 2.67 hours of the task in 3 hours. To find out how much of the task is left for Machine C to complete, we subtract the 2.67 hours from the total time it takes for Machine C to complete the task:
8 hours - 2.67 hours = 5.33 hours",Work Problems (Complex),Hard,3
28,"A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?",$480,"Selling price = Cost price * (1 + Profit %)
600 = Cost price * 1.25
Cost price = 600 / 1.25 = $480","Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
Answer: Let's think step by step.First, we need to understand the problem. The store sells a TV for $600, making a 25% profit. We are asked to find the cost price of the TV.

Let's denote the cost price of the TV as $x$. 

We know that the selling price of the TV is the cost price plus the profit. In this case, the selling price is $600 and the profit is 25% of the cost price, which is $0.25x$. 

So, we can write the equation as: $x + 0.25x = 600$.

This equation",Profit and Loss,Hard,1
29,Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?,23 oranges,"Day 1: 8 + 5 = 13 oranges
Day 2: 13 + 5 = 18 oranges
Day 3: 18 + 5 = 23 oranges","Solve the following math problem: Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?
Answer: Let's think step by step.Step 1: Jessica starts with 8 oranges.
Step 2: She buys 5 more oranges every day.
Step 3: After the first day, she will have 8 + 5 = 13 oranges.
Step 4: After the second day, she will have 13 + 5 = 18 oranges.
Step 5: After the third day, she will have 18 + 5 = 23 oranges.
So, Jessica will have 23 oranges after 3 days.

The answer is: 23.",Simple Equations,Easy,4
30,A pencil costs $1.50. How much will 8 pencils cost?,$12,8 pencils * $1.50/pencil = $12,"Solve the following math problem: A pencil costs $1.50. How much will 8 pencils cost?
Answer: Let's think step by step.First, we need to determine the total cost of one pencil. We know that one pencil costs $1.50.

Next, we need to find out how much 8 pencils will cost. To do this, we can multiply the cost of one pencil by 8. 

So, the calculation would be: $1.50 (cost of one pencil) x 8 (number of pencils) = $12.00.

Therefore, the total cost of 8 pencils is $12.00.

So, the final answer is $\boxed{12.0",Basic Arithmetic,Easy,1
31,"Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?",20 years old,Adam = 2 * Ben's age = 2 * 10 = 20 years old,"Solve the following math problem: Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?
Answer: Let's think step by step.First, we know that Ben is 10 years old. 

Second, we are given that Adam is twice as old as Ben. This means that Adam's age is equal to two times Ben's age. 

So, we can express Adam's age as 2 times Ben's age. In mathematical terms, this can be written as:

Adam's age = 2 * Ben's age

Now, we can substitute the given age of Ben into this equation:

Adam's age = 2 * 10

By performing the multiplication, we find that:

Adam's age",Age Problems (Basic),Easy,4
32,A truck travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,Distance = Speed * Time = 60 miles/hour * 5 hours = 300 miles,"Solve the following math problem: A truck travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: To find the distance traveled by the truck, we need to multiply its speed by the time it travels. In this case, the speed is 60 miles per hour and the time is 5 hours. So, we can use the formula:

Distance = Speed × Time

Now, let's plug in the given values:

Distance = 60 miles/hour × 5 hours

To find the distance, we need to multiply the speed by the time. In this case, we can cancel out the ""hours"" unit from the numerator and denominator:

Distance = 60 miles × 5

Now, we can multiply the remaining values:",Distance-Rate-Time,Easy,2
33,John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?,John has 80 marbles and Anna has 40 marbles,"Let Anna's marbles = x
John's marbles = 2x
x + 2x = 120
3x = 120
x = 40
John = 80, Anna = 40","Solve the following math problem: John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?
Answer: Let's think step by step.Step 1: To solve this problem, I need to find the number of marbles that John and Anna have, given that they have 120 in total and John has twice as many as Anna.

Step 2: I can use a system of equations to represent this situation, where the unknowns are the number of marbles that Anna has, say x, and the number of marbles that John has, which is twice x or 2x.

Step 3: The equations are: x + 2x = 120, which means that the sum of their marbles is 120, and x = 2x/2,",Equations with Two Variables,Medium,7
34,"A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?",3 liters of alcohol,Amount of alcohol = 25% of 12 liters = 0.25 * 12 = 3 liters,"Solve the following math problem: A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?
Answer: Let's think step by step.First, we need to understand that the problem is asking us to find the amount of alcohol in a solution, given that the solution contains 25% alcohol and the total volume of the solution is 12 liters.

The percentage of alcohol in the solution tells us the proportion of the solution that is alcohol. In this case, the solution is 25% alcohol. This means that out of every 100 parts of the solution, 25 parts are alcohol.

To find out how many liters of alcohol are in the solution, we need to calculate 25% of the total volume of the solution. 

The total volume of the solution",Mixture Problems,Medium,5
35,Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?,13.33 hours,"Rate of Worker A = 1/8 jobs/hour
Let Worker B's rate = 1/x jobs/hour
Total rate = 1/5 jobs/hour
1/8 + 1/x = 1/5
Solve for x = 13.33 hours","Solve the following math problem: Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?
Answer: Let's think step by step.First, we know that Worker A can complete the task alone in 8 hours. This means that in one hour, Worker A can complete $1/8$ of the task.

Next, we know that both Workers A and B can complete the task together in 5 hours. This means that in one hour, working together, they can complete $1/5$ of the task.

Since we know that Worker A can complete $1/8$ of the task in one hour, and together they can complete $1/5$ of the task in one hour, we can subtract Worker A's contribution from the total to find out how much",Work Problems,Medium,2
36,"In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?",8 years old,"Let Mike's current age = x
In 6 years, Mike's age = x + 6
2 years ago, Mike's age = x - 2
x + 6 = 2(x - 2)
x + 6 = 2x - 4
x = 8","Solve the following math problem: In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?
Answer: Let's think step by step.First, we need to assign a variable to represent Mike's current age. Let's use $x$ for this purpose.

Now, we know that in 6 years, Mike will be $x + 6$ years old. According to the problem, this will be twice as old as he was 2 years ago. So, we can write this as an equation:

$x + 6 = 2(x - 2)$

Now, let's solve this equation step by step:

1. Distribute the 2 on the right side of the equation:

$x + 6 = 2x - 4$",Age Problems (Complex),Medium,3
37,"Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?","$1,622.40","A = P(1 + r/n)^(nt)
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1.04)^2 = 1500 * 1.0816 = $1,622.40","Solve the following math problem: Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?
Answer: To solve this problem, we need to use the formula for compound interest:

A = P(1 + r/n)^(nt)

where:
A = the final amount
P = the principal amount (initial investment)
r = the annual interest rate (as a decimal)
n = the number of times the interest is compounded per year
t = the number of years

In this case, Henry invests $1,500 at 4% interest, compounded annually, for 2 years. So, we have:

P = $1,500
r = 4% = 0.04
n = 1 (compounded annually",Investment Problems,Medium,1
38,"A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?",10 meters by 15 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 50
Area = l * w = 150
Solve system of equations: l + w = 25, lw = 150","Solve the following math problem: A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?
Answer: Let's think step by step.Step 1: Write down the formulas for the perimeter and area of a rectangle.
The perimeter (P) of a rectangle is given by the formula: P = 2L + 2W, where L is the length and W is the width of the rectangle.
The area (A) of a rectangle is given by the formula: A = LW.

Step 2: Write down the given information.
We are given that the perimeter (P) of the room is 50 meters and the area (A) is 150 square meters.

Step 3: Write down the equations.
We can write the equations as",Quadratic Equations,Hard,6
39,"A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?",35 Chair A and 25 Chair B,"Let number of Chair A = x, number of Chair B = y
x + y = 60
30x + 50y = 2100
Solve system of equations","Solve the following math problem: A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?
Answer: Let's think step by step.First, we need to define our variables. Let's denote the number of Chair A sold as $x$ and the number of Chair B sold as $y$.

We know two things from the problem:

1. The total number of chairs sold is 60. This gives us our first equation: $x + y = 60$.

2. The total cost of all chairs sold is $2,100. Since Chair A costs $30 and Chair B costs $50, we can express the total cost as $30x + 50y = 2100$.

Now we have a system of two equations",Systems of Equations,Hard,6
